book_id	median_acc
ENG18450_Disraeli	0.8125
ENG18500_Ainsworth	0.8333333333333334
ENG18530_Dickens	0.8
ENG18540_Dickens	0.8
ENG18570_Bronte	0.8
ENG18632_Reade	0.8
ENG18641_Stretton	0.875
ENG18770_Mallock	0.8333333333333334
ENG18820_Anstey	0.875
ENG18830_Broughton	0.8125
ENG18871_Broughton	0.8333333333333334
ENG19090_Wells	0.8
ENG19180_Lewis	0.8333333333333334
