id	name	playName	normalizedGenre	libretto	firstAuthor	title	subtitle	numOfCoAuthors	maxDegreeIds	numOfSegments	numOfActs	numOfSpeakers	numOfSpeakersMale	numOfSpeakersFemale	numOfSpeakersUnknown	numOfPersonGroups	numOfP	numOfL	wikipediaLinkCount	wordCountText	wordCountSp	wordCountStage	yearWritten	yearPremiered	yearPrinted	yearNormalized	averageDegree	density	averageClustering	size	maxDegree	numConnectedComponents	diameter	averagePathLength	corpus
rus000167	afinogenov-mashenka	afinogenov-mashenka	NA	FALSE	Афиногенов	Машенька	Пьеса в 3-х актах 7-ми сценах	0	several characters	7	3	12	5	6	1	0	827	4	1	14690	13392	2498	1940	1941	1941	1941	10.5	0.9545454545454546	0.9599326599326599	12	11	1	2	1.0454545454545454	rus
rus000194	andreyev-k-zvezdam	andreyev-k-zvezdam	NA	FALSE	Андреев	К звёздам	NA	0	several characters	4	4	13	9	4	0	0	953	44	0	14495	13417	1328	1905	1906	NA	1906	11.384615384615385	0.9487179487179487	0.9580419580419581	13	12	1	2	1.0512820512820513	rus
rus000137	andreyev-mysl	andreyev-mysl	Tragedy	FALSE	Андреев	Мысль	Современная трагедия в трех действиях и шести картинах	0	kerzhentsev	6	3	15	9	6	0	0	667	0	0	13677	12576	1991	1913	1914	1914	1914	5.2	0.37142857142857144	0.8108994708994709	15	9	1	3	1.9142857142857144	rus
rus000138	andreyev-ne-ubiy	andreyev-ne-ubiy	NA	FALSE	Андреев	Не убий	NA	0	yakov|vasilisa_petrovna	6	5	23	14	9	0	0	972	0	0	20008	17691	3151	1913	1913	1913	1913	12.956521739130435	0.5889328063241107	0.9121040025468616	23	21	1	3	1.4150197628458498	rus
rus000211	artsybashev-revnost	artsybashev-revnost	NA	FALSE	Арцыбашев	Ревность	Драма въ 5-ти дѣйствіяхъ	0	elena_nikolaevna|sergej_petrovich|knjaz	5	5	11	8	3	0	0	1182	0	0	21625	20958	4198	NA	1914	1913	1913	8.727272727272727	0.8727272727272727	0.9575757575757575	11	10	1	2	1.1272727272727272	rus
rus000119	babel-marija	babel-marija	NA	FALSE	Бабель	Мария	Пьеса в 8 картинах	0	katya	8	0	22	14	8	0	0	573	22	2	8982	8164	1156	1934	1964	1935	1935	6.7272727272727275	0.3203463203463203	0.8762714558169105	22	14	1	3	1.9090909090909092	rus
rus000118	babel-zakat	babel-zakat	NA	FALSE	Бабель	Закат	Пьеса в 8 сценах	0	mendel	8	0	37	27	8	2	2	634	24	3	9111	7467	2486	NA	1927	1928	1927	14.108108108108109	0.3918918918918919	0.8985210910715256	37	32	1	3	1.6741741741741742	rus
rus000205	belsky-skazanie-o-nevidimom-grade-kitezhe	belsky-skazanie-o-nevidimom-grade-kitezhe	NA	FALSE	Бельский	Сказание о невидимом граде Китеже и деве Февронии	NA	0	fevronija	6	4	17	11	1	5	4	0	1439	12	8600	7624	1752	1903	1907	1907	1907	10.117647058823529	0.6323529411764706	0.8894239747180925	17	16	1	2	1.3676470588235294	rus
rus000022	blok-balaganchik	blok-balaganchik	NA	FALSE	Блок	Балаганчик	NA	0	pero|arlekin	3	0	16	11	4	1	1	25	174	0	2251	1817	874	1906	1906	1906	1906	9	0.6	0.9428571428571428	16	15	1	2	1.4	rus
rus000075	blok-korol-na-ploschadi	blok-korol-na-ploschadi	NA	FALSE	Блок	Король на площади	NA	0	golosa_v_tolpe	23	3	29	23	4	2	1	217	197	0	5562	5147	1668	1906	NA	1907	1907	4.344827586206897	0.15517241379310345	0.6592202816340746	29	12	6	4	1.793103448275862	rus
rus000074	blok-neznakomka	blok-neznakomka	NA	FALSE	Блок	Незнакомка	NA	0	poet	3	0	34	28	4	2	1	116	222	0	4344	3791	1442	1906	1913	1907	1907	15.823529411764707	0.47950089126559714	0.9540999121389291	34	33	1	2	1.5204991087344029	rus
rus000193	bulgakov-adam-i-eva	bulgakov-adam-i-eva	NA	FALSE	Булгаков	Адам и Ева	Пьеса в четырех актах	0	several characters	4	4	13	9	4	0	0	897	0	2	14682	13447	2055	1931	NA	1971	1931	10.153846153846153	0.8461538461538461	0.9160839160839161	13	12	1	2	1.1538461538461537	rus
rus000192	bulgakov-batum	bulgakov-batum	NA	FALSE	Булгаков	Батум	Пьеса в четырех действиях	0	stalin	10	4	36	35	1	0	1	952	14	2	14320	12191	3177	1936/1939	1992	1977	1939	13.277777777777779	0.37936507936507935	0.8777708584216357	36	31	2	3	1.5574387947269304	rus
rus000134	bulgakov-beg	bulgakov-beg	NA	FALSE	Булгаков	Бег	Восемь снов / Пьеса в четырех действиях	0	charnota	8	4	40	33	7	0	4	893	0	4	16019	13503	3820	1928	1957	NA	1928	15.55	0.39871794871794874	0.9163799599443883	40	38	1	3	1.6128205128205129	rus
rus000073	bulgakov-dni-turbinyh	bulgakov-dni-turbinyh	NA	FALSE	Булгаков	Дни Турбиных	Пьеса в четырех действиях	0	galanba|kirpatyj|uragan	7	4	29	27	1	1	2	1364	59	3	16537	15606	1397	1925/1926	1926	1955	1926	11.517241379310345	0.41133004926108374	0.9057496066677234	29	19	1	4	1.896551724137931	rus
rus000083	bulgakov-ivan-vasilevich	bulgakov-ivan-vasilevich	Comedy	FALSE	Булгаков	Иван Васильевич	Комедия в трех действиях	0	several characters	3	3	16	13	3	0	2	656	0	7	10361	9595	1512	1934/1936	1967	1965	1936	13	0.8666666666666667	0.9400183150183152	16	15	1	2	1.1333333333333333	rus
rus000090	bulgakov-kabala-svjatosh	bulgakov-kabala-svjatosh	NA	FALSE	Булгаков	Кабала святош (Мольер)	Драма в четырех действиях	0	muarron|moler	4	4	24	17	6	1	0	704	48	4	11387	9210	3359	NA	1936	1962	1936	15	0.6521739130434783	0.8582529922123912	24	23	1	2	1.3478260869565217	rus
rus000141	bulgakov-poloumnyj-zhurden	bulgakov-poloumnyj-zhurden	NA	FALSE	Булгаков	Полоумный Журден	Мольериана в трех действиях	0	several characters	3	3	22	17	5	0	0	737	10	2	8078	7718	737	1932	NA	1965	1932	17.727272727272727	0.8441558441558441	0.9220779220779222	22	21	1	2	1.155844155844156	rus
rus000087	bulgakov-poslednie-dni	bulgakov-poslednie-dni	NA	FALSE	Булгаков	Последние дни (Пушкин)	Пьеса в четырех действиях	0	bogomazov	10	4	36	30	6	0	0	743	43	2	11485	10030	2152	1935	1943	1955	1943	9.5	0.2714285714285714	0.8441951595589365	36	21	1	4	2.011111111111111	rus
rus000191	bulgakov-vojna-i-mir	bulgakov-vojna-i-mir	NA	FALSE	Булгаков	Война и мир	Инсценированный роман Л.Н. Толстого в четырех действиях (тридцать сцен)	0	chtets	30	4	95	76	12	7	3	699	7	0	14413	12222	2653	1932	NA	1986	1932	10.336842105263157	0.10996640537513998	0.8999653117774196	95	54	1	4	2.320044792833147	rus
rus000170	bulgakov-zojkina-kvartira	bulgakov-zojkina-kvartira	NA	FALSE	Булгаков	Зойкина квартира	Пьеса в трех актах	0	several characters	7	3	27	14	12	1	0	1498	4	3	17181	16173	1882	1925	1926	1929	1926	17.703703703703702	0.6809116809116809	0.9489458689458691	27	26	1	2	1.3190883190883191	rus
rus000072	chekhov-chaika	chekhov-chaika	Comedy	FALSE	Чехов	Чайка	Комедия в четырех действиях	0	shamraev|arkadina	60	4	12	8	4	0	0	662	0	35	13843	13086	1796	1895	1896	1896	1896	8.666666666666666	0.7878787878787878	0.9186868686868688	12	11	1	2	1.2121212121212122	rus
rus000071	chekhov-djadja-vanja	chekhov-djadja-vanja	NA	FALSE	Чехов	Дядя Ваня	Сцены из деревенской жизни в четырех действиях	0	astrov|sonja	47	4	10	6	4	0	0	583	0	34	12711	12134	1491	1896	1897	1897	1897	6	0.6666666666666666	0.8023809523809524	10	8	1	3	1.3777777777777778	rus
rus000070	chekhov-ivanov	chekhov-ivanov	NA	FALSE	Чехов	Иванов	Драма в четырех действиях	0	several characters	40	4	17	10	6	1	1	850	0	13	17371	16438	1820	1887/1888	1889	1889	1889	9.411764705882353	0.5882352941176471	0.8272280007574125	17	13	1	3	1.4558823529411764	rus
rus000069	chekhov-jubilej	chekhov-jubilej	Comedy	FALSE	Чехов	Юбилей	Шутка в одном действии	0	Merchutkina|TatjanaAlekseevna|Shipuchin	7	1	5	3	2	0	0	134	0	6	3572	3354	471	1891	1900	1892	1892	3.6	0.9	0.9	5	4	1	2	1.1	rus
rus000068	chekhov-leshii	chekhov-leshii	Comedy	FALSE	Чехов	Леший	Комедия в 4-х действиях	0	several characters	47	4	13	9	4	0	0	923	0	4	17145	16282	1546	1889	1889	1890	1889	10.76923076923077	0.8974358974358975	0.9351981351981351	13	12	1	2	1.1025641025641026	rus
rus000067	chekhov-medved	chekhov-medved	Comedy	FALSE	Чехов	Медведь	Шутка в одном действии	0	Smirnov|Luka|Popova	11	0	3	2	1	0	0	199	0	11	3678	3571	280	1888	1888	1888	1888	2	1	1	3	2	1	1	1	rus
rus000066	chekhov-na-bolshoi-doroge	chekhov-na-bolshoi-doroge	NA	FALSE	Чехов	На большой дороге	Драматический этюд в одном действии	0	tihon|merik|bortsov	5	0	11	7	3	1	0	369	0	3	5407	5123	799	1884	NA	1914	1884	8.545454545454545	0.8545454545454545	0.9183261183261183	11	10	1	2	1.1454545454545455	rus
rus000065	chekhov-noch-pered-sudom	chekhov-noch-pered-sudom	NA	FALSE	Чехов	Ночь перед судом	NA	0	Zajtsev	10	0	4	3	1	0	0	80	0	0	1733	1677	155	1884	NA	1886	1886	2	0.6666666666666666	0.5833333333333333	4	3	1	2	1.3333333333333333	rus
rus000064	chekhov-predlozhenie	chekhov-predlozhenie	Comedy	FALSE	Чехов	Предложение	Шутка в одном действии	0	natalja_stepanovna|lomov|chubukov	7	0	3	2	1	0	0	203	0	13	3335	3255	174	1888	1889	1889	1889	2	1	1	3	2	1	1	1	rus
rus000063	chekhov-svadba	chekhov-svadba	NA	FALSE	Чехов	Свадьба	Сцена в одном действии	0	Aplombov|NastasjaTimofeevna	9	1	13	10	3	0	0	185	0	10	3445	3230	279	1889	1900	1890	1890	10.461538461538462	0.8717948717948718	0.9766899766899767	13	12	1	2	1.1282051282051282	rus
rus000062	chekhov-tatjana-repina	chekhov-tatjana-repina	NA	FALSE	Чехов	Татьяна Репина	Драма в 1 действии	0	several characters	1	1	28	18	5	5	2	286	0	5	3696	3479	390	1889	NA	1889	1889	27	1	1	28	27	1	1	1	rus
rus000061	chekhov-tragik-ponevole	chekhov-tragik-ponevole	Comedy	FALSE	Чехов	Трагик поневоле (Из дачной жизни)	Шутка в одном действии	0	Tolkachov|Murashkin	1	1	2	2	0	0	0	38	0	7	1687	1613	76	1889	NA	1889	1889	1	1	0	2	1	1	1	1	rus
rus000060	chekhov-tri-sestry	chekhov-tri-sestry	NA	FALSE	Чехов	Три сестры	Драма в четырех действиях	0	Irina	86	4	14	9	5	0	0	1037	0	38	16535	15496	2294	1900	1901	1901	1901	10.714285714285714	0.8241758241758241	0.8932844932844934	14	13	1	2	1.1758241758241759	rus
rus000059	chekhov-vishnevyi-sad	chekhov-vishnevyi-sad	Comedy	FALSE	Чехов	Вишневый сад	Комедия в 4-х действиях	0	Lopahin|LjubovAndreevna	74	4	14	9	5	0	0	865	0	38	13182	12029	2495	1903	1904	1904	1904	9.428571428571429	0.7252747252747253	0.8601886209029068	14	12	1	2	1.2747252747252746	rus
rus000109	dashkova-toisiokov	dashkova-toisiokov	Comedy	FALSE	Дашкова	Тоисиоков	Комедия в пяти действиях	0	reshimova|masha	55	5	11	7	4	0	0	340	0	0	8143	7614	649	NA	NA	1786	1786	7.818181818181818	0.7818181818181819	0.8378787878787879	11	10	1	2	1.2181818181818183	rus
rus000208	ekaterina-vtoraja-iz-zhizni-rjurika	ekaterina-vtoraja-iz-zhizni-rjurika	NA	FALSE	Екатерина II	Из жизни Рюрика	Подражание Шакеспиру, без сохранения театральных обыкновенных правил	0	rjurik	31	5	23	21	2	0	0	243	0	1	5601	5091	461	1786	NA	1786	1786	8.608695652173912	0.391304347826087	0.7535874753266059	23	15	1	4	1.7786561264822134	rus
rus000207	ekaterina-vtoraja-o-vremja	ekaterina-vtoraja-o-vremja	Comedy	FALSE	Екатерина II	О время!	Комедия в трех действиях	0	several characters	25	3	7	2	5	0	0	281	0	0	9136	8957	247	1771	1772	1772	1772	5.428571428571429	0.9047619047619048	0.9238095238095239	7	6	1	2	1.0952380952380953	rus
rus000209	ekaterina-vtoraja-rasstroennaja-semja	ekaterina-vtoraja-rasstroennaja-semja	Comedy	FALSE	Екатерина II	Расстроенная семья острожками и подозрениями	Комедия в 5-ти действиях	0	several characters	40	4	10	7	3	0	0	881	0	0	11634	11259	658	NA	NA	1786	1786	7.6	0.8444444444444444	0.8924603174603174	10	9	1	2	1.1555555555555554	rus
rus000058	fonvizin-brigadir	fonvizin-brigadir	Comedy	FALSE	Фонвизин	Бригадир	Комедия в пяти действиях	0	several characters	30	5	8	5	3	0	0	717	0	0	13073	12718	580	1765/1769	1772	1786	1772	6.75	0.9642857142857143	0.9642857142857143	8	7	1	2	1.0357142857142858	rus
rus000103	fonvizin-korion	fonvizin-korion	Comedy	FALSE	Фонвизин	Корион	Комедия в трех актах	0	andrej|menandr|korion	22	3	5	4	1	0	0	0	1050	0	7219	7086	115	1764	1764	NA	1764	3.6	0.9	0.9	5	4	1	2	1.1	rus
rus000057	fonvizin-nedorosl	fonvizin-nedorosl	Comedy	FALSE	Фонвизин	Недоросль	Комедия в пяти действиях	0	several characters	40	5	15	12	3	0	0	960	0	5	16365	15777	1092	1781	1782	1783	1782	9.2	0.6571428571428571	0.8516161616161616	15	12	1	3	1.3714285714285714	rus
rus000100	fonvizin-vybor-guvernera	fonvizin-vybor-guvernera	Comedy	FALSE	Фонвизин	Выбор гувернера	Комедия в трех действиях	0	seum|knjaz|knjaginja	14	3	12	6	6	0	0	177	0	0	3019	2848	192	NA	NA	1790	1790	6.666666666666667	0.6060606060606061	0.8707070707070708	12	11	1	2	1.393939393939394	rus
rus000121	glinka-velzen	glinka-velzen	Tragedy	FALSE	Глинка	Вельзен, или освобожденная Голландия	Трагедия в 5 действиях	0	inslar|velzen	40	5	22	17	1	4	5	0	1260	0	9565	9022	897	1808	NA	1810	1810	4.636363636363637	0.22077922077922077	0.6482683982683981	22	15	1	3	1.9264069264069263	rus
rus000088	gogol-igroki	gogol-igroki	Comedy	FALSE	Гоголь	Игроки	NA	0	shvohnev	25	0	9	9	0	0	0	488	4	6	9304	9001	646	1836/1842	1843	1842	1842	5.555555555555555	0.6944444444444444	0.8642857142857143	9	8	1	2	1.3055555555555556	rus
rus000056	gogol-lakeiskaja	gogol-lakeiskaja	NA	FALSE	Гоголь	Лакейская	NA	0	Grigorij	8	0	9	7	2	0	0	85	0	2	1661	1500	235	1839/1840	NA	1842	1842	2.888888888888889	0.3611111111111111	0.5079365079365079	9	7	1	3	1.8055555555555556	rus
rus000055	gogol-otryvok	gogol-otryvok	NA	FALSE	Гоголь	Отрывок	NA	0	marja_aleksandrovna	2	0	4	3	1	0	0	139	0	2	3641	3619	82	1840/1842	NA	1842	1842	2	0.6666666666666666	0.5833333333333333	4	3	1	2	1.3333333333333333	rus
rus000054	gogol-revizor	gogol-revizor	Comedy	FALSE	Гоголь	Ревизор	Комедия в пяти действиях	0	gorodnichij	53	5	31	22	8	1	2	948	0	40	21327	19833	2029	1835	1836	1836	1836	14.838709677419354	0.4946236559139785	0.8233755852077904	31	26	2	3	1.5195402298850575	rus
rus000053	gogol-teatralnyi-razezd	gogol-teatralnyi-razezd	NA	FALSE	Гоголь	Театральный разъезд после представления новой комедии	NA	0	several characters	37	0	99	88	4	7	1	291	0	0	9993	9716	510	1836/1842	NA	1842	1842	6.303030303030303	0.06431663574520717	0.6740740740740739	99	19	30	3	1.0403726708074534	rus
rus000052	gogol-tjazhba	gogol-tjazhba	NA	FALSE	Гоголь	Тяжба	NA	0	proletov	4	0	3	3	0	0	0	71	0	2	1724	1699	60	1832/1836	1844	1842	1842	1.3333333333333333	0.6666666666666666	0	3	2	1	2	1.3333333333333333	rus
rus000051	gogol-utro-delovogo-cheloveka	gogol-utro-delovogo-cheloveka	NA	FALSE	Гоголь	Утро делового человека	NA	0	ivan_petrovich	5	0	5	4	1	0	0	86	0	2	1682	1606	142	1836	NA	1836	1836	2	0.5	0.4333333333333334	5	4	1	2	1.5	rus
rus000050	gogol-zhenitba	gogol-zhenitba	Comedy	FALSE	Гоголь	Женитьба	Совершенно невероятное событие в двух действиях	0	several characters	46	2	12	8	4	0	0	723	0	10	13294	12713	1088	1833/1835	1842	1842	1842	7	0.6363636363636364	0.7344576719576721	12	9	1	3	1.4242424242424243	rus
rus000049	gorky-egor-bulychov-i-drugie	gorky-egor-bulychov-i-drugie	NA	FALSE	Горький	Егор Булычов и другие	Сцены	0	bulychov|shura	75	3	22	14	8	0	0	1062	2	1	11139	10435	1028	1931	1932	1932	1932	8.818181818181818	0.4199134199134199	0.7775605336434214	22	17	1	3	1.6233766233766234	rus
rus000048	gorky-na-dne	gorky-na-dne	NA	FALSE	Горький	На дне	NA	0	several characters	4	4	17	12	5	0	0	1251	29	18	16646	15331	2510	1901/1902	1902	1903	1902	16	1	1	17	16	1	1	1	rus
rus000163	gorky-vassa-zheleznova	gorky-vassa-zheleznova	NA	FALSE	Горький	Васса Железнова (Мать)	Сцены	0	several characters	3	3	12	4	8	0	0	1064	1	5	11388	10773	1588	1910	1936	1910	1910	10.666666666666666	0.9696969696969697	0.9727272727272726	12	11	1	2	1.0303030303030303	rus
rus000047	griboyedov-gore-ot-uma	griboyedov-gore-ot-uma	Comedy	FALSE	Грибоедов	Горе от ума	Комедия в четырех действиях, в стихах	0	chatskij	60	4	31	18	13	0	0	0	2430	15	14862	14120	989	1822/1824	NA	1825	1825	13.096774193548388	0.43655913978494626	0.8009147779133753	31	23	3	3	1.5738916256157636	rus
rus000151	griboyedov-molodye-suprugi	griboyedov-molodye-suprugi	Comedy	FALSE	Грибоедов	Молодые супруги	Комедия в одном действии, в стихах	0	arist|safir|elmira	14	0	3	2	1	0	0	0	798	0	4927	4823	97	NA	1815	1815	1815	2	1	1	3	2	1	1	1	rus
rus000046	gumilyov-akteon	gumilyov-akteon	NA	FALSE	Гумилёв	Актеон	NA	0	akteon	8	0	15	10	5	0	1	0	272	0	1487	1371	224	1913	NA	1913	1913	5.466666666666667	0.3904761904761905	0.9271794871794872	15	13	1	3	1.6952380952380952	rus
rus000045	gumilyov-ditja-allaha	gumilyov-ditja-allaha	NA	FALSE	Гумилёв	Дитя Аллаха	NA	0	peri|dervish	3	0	20	16	2	2	1	0	807	1	3880	3848	205	1916	1922	1917	1917	10.6	0.5578947368421052	0.9054605263157895	20	19	1	2	1.4421052631578948	rus
rus000044	gumilyov-don-zhuan-v-egipte	gumilyov-don-zhuan-v-egipte	NA	FALSE	Гумилёв	Дон-Жуан в Египте	Одноактная пьеса в стихах	0	several characters	3	0	4	3	1	0	0	0	291	0	1511	1482	126	1911	1913	1911	1911	3	1	1	4	3	1	1	1	rus
rus000043	gumilyov-gondla	gumilyov-gondla	NA	FALSE	Гумилёв	Гондла	NA	0	several characters	20	4	8	7	1	0	0	0	1107	1	6070	5564	386	1916	1920	1917	1917	7	1	1	8	7	1	1	1	rus
rus000114	kapnist-antigona	kapnist-antigona	Tragedy	FALSE	Капнист	Антигона	Трагедия в пяти действиях	0	ehmon	26	5	7	5	2	0	0	0	1392	0	9898	9590	501	NA	1814	1849	1814	2.857142857142857	0.47619047619047616	0.5619047619047619	7	6	1	2	1.5238095238095237	rus
rus000125	kapnist-yabeda	kapnist-yabeda	Comedy	FALSE	Капнист	Ябеда	Комедия в пяти действиях	0	several characters	41	5	15	12	3	0	0	0	2534	0	17408	16851	1126	1791/1798	1798	1798	1798	11.733333333333333	0.8380952380952381	0.8885780885780886	15	13	1	3	1.1714285714285715	rus
rus000129	kedrin-rembrandt	kedrin-rembrandt	NA	FALSE	Кедрин	Рембрандт	Драма в стихах	0	rembrandt	37	6	41	35	5	1	2	0	2140	0	13148	12641	1387	1938	NA	1940	1940	8.878048780487806	0.22195121951219512	0.8514797687214083	41	29	1	3	1.976829268292683	rus
rus000111	kheraskov-osvobozhdennaja-moskva	kheraskov-osvobozhdennaja-moskva	Tragedy	FALSE	Херасков	Освобожденная Москва	NA	0	knjaz_dimitrij|sofija	47	5	22	18	3	1	3	0	1871	0	13137	12599	596	NA	1798	1798	1798	5.454545454545454	0.2597402597402597	0.6591794569067295	22	12	1	4	2.012987012987013	rus
rus000210	kheraskov-plamena	kheraskov-plamena	Tragedy	FALSE	Херасков	Пламена	Трагедия	0	prevzyd	34	5	14	12	2	0	0	0	1587	0	10954	10692	260	1762	NA	1765	1765	4.571428571428571	0.3516483516483517	0.7100494743351886	14	11	2	3	1.6538461538461537	rus
rus000096	kheraskov-venecianskaya-monahinya	kheraskov-venecianskaya-monahinya	Tragedy	FALSE	Херасков	Венецианская монахиня	Трагедия в трех действиях	0	mirozi|korans	17	3	7	6	1	0	0	0	1304	0	9746	9009	139	NA	1758	1758	1758	4	0.6666666666666666	0.8666666666666666	7	6	1	2	1.3333333333333333	rus
rus000110	khlebnikov-snezhimochka	khlebnikov-snezhimochka	NA	FALSE	Хлебников	Снежимочка	Рождественская сказка	0	snezhak	4	4	67	33	12	22	19	129	44	0	2298	1712	796	1908	NA	1915	1915	23.253731343283583	0.352329262777024	0.9975918725699235	67	35	3	2	1.1097142857142857	rus
rus000128	khmelnitsky-govorun	khmelnitsky-govorun	Comedy	FALSE	Хмельницкий	Говорун	Комедия в одном действии, в стихах	0	graf	16	0	12	3	9	0	0	1	636	0	4354	4194	229	NA	1817	1817	1817	7.166666666666667	0.6515151515151515	0.85496632996633	12	11	1	2	1.3484848484848484	rus
rus000123	khmelnitsky-svetskiy-sluchay	khmelnitsky-svetskiy-sluchay	Comedy	FALSE	Хмельницкий	Светский случай	Комедия в одном действии, в стихах	0	stolicyn|ramirskij|evgeniya	14	0	6	4	2	0	0	0	813	0	4981	4874	210	NA	1826	1829	1826	4.333333333333333	0.8666666666666667	0.8999999999999999	6	5	1	2	1.1333333333333333	rus
rus000122	khmelnitsky-vozdushnye-zamki	khmelnitsky-vozdushnye-zamki	Comedy	FALSE	Хмельницкий	Воздушные замки	Комедия в одном действии, в стихах	0	alnaskarov|sasha	20	0	5	3	2	0	0	1	741	0	5074	4929	281	NA	1818	1818	1818	3.2	0.8	0.8666666666666666	5	4	1	2	1.2	rus
rus000124	khmelnitsky-vzaimnye-ispytaniya	khmelnitsky-vzaimnye-ispytaniya	Comedy	FALSE	Хмельницкий	Взаимные испытания	Комедия в одном действии, в стихах	0	several characters	17	0	4	2	2	0	0	2	623	0	3890	3787	129	1826	1829	1829	1829	3	1	1	4	3	1	1	1	rus
rus000140	knyazhnin-chudaki	knyazhnin-chudaki	Comedy	FALSE	Княжнин	Чудаки	Комедия в стихах, в пяти действиях	0	prolaz|lentjagina	44	5	14	11	3	0	0	0	2693	0	18930	18503	1075	1790	NA	1793	1793	8.428571428571429	0.6483516483516484	0.8383116883116885	14	12	1	3	1.3626373626373627	rus
rus000127	knyazhnin-didona	knyazhnin-didona	Tragedy	FALSE	Княжнин	Дидона	Трагедия в пяти действиях	0	didona	35	5	9	6	3	0	0	0	1455	0	9951	9734	138	1769	1769	1790	1769	3.7777777777777777	0.4722222222222222	0.780952380952381	9	7	1	3	1.6111111111111112	rus
rus000139	knyazhnin-hvastun	knyazhnin-hvastun	Comedy	FALSE	Княжнин	Хвастун	Комедия в стихах, в пяти действиях	0	several characters	50	5	11	8	3	0	0	0	2396	0	16372	16026	888	1784/1785	1785	1786	1785	8.545454545454545	0.8545454545454545	0.9202020202020204	11	10	1	2	1.1454545454545455	rus
rus000166	knyazhnin-neudachnyj-primiritel	knyazhnin-neudachnyj-primiritel	Comedy	FALSE	Княжнин	Неудачный примиритель, или Без обеду домой поеду	Комедия в трех действиях	0	several characters	22	3	6	4	2	0	0	630	0	0	10661	10466	456	NA	1790	1787	1787	5	1	1	6	5	1	1	1	rus
rus000108	knyazhnin-olga	knyazhnin-olga	Tragedy	FALSE	Княжнин	Ольга	Трагедия	0	svyatoslav|olga	23	5	7	5	2	0	0	0	1719	0	11575	11347	273	1772	NA	NA	1772	4.571428571428571	0.7619047619047619	0.8523809523809524	7	6	1	2	1.2380952380952381	rus
rus000154	knyazhnin-rosslav	knyazhnin-rosslav	Tragedy	FALSE	Княжнин	Росслав	Трагедия в стихах, в пяти действиях	0	hristiern|kedar|zafira	28	5	6	5	1	0	0	0	1732	0	11250	11002	255	NA	1784	1784	1784	4.333333333333333	0.8666666666666667	0.9	6	5	1	2	1.1333333333333333	rus
rus000168	knyazhnin-traur	knyazhnin-traur	Comedy	FALSE	Княжнин	Траур, или Утешенная вдова	Комедия в двух действиях	0	vetran	9	2	6	4	2	0	0	349	0	0	6386	6291	292	1787/1788	1789	1803	1789	3.6666666666666665	0.7333333333333333	0.8222222222222223	6	5	1	2	1.2666666666666666	rus
rus000136	knyazhnin-vadim-novgorodskij	knyazhnin-vadim-novgorodskij	Tragedy	FALSE	Княжнин	Вадим Новгородский	Трагедия в стихах, в пяти действиях	0	ramida|vadim	22	5	7	5	2	0	0	0	1573	0	10368	10177	208	1788/1789	NA	1793	1793	3.4285714285714284	0.5714285714285714	0.6571428571428573	7	5	1	3	1.4761904761904763	rus
rus000147	kokoshkin-vospitanie	kokoshkin-vospitanie	Comedy	FALSE	Кокошкин	Воспитание, или вот приданое	Комедия в четырех действиях, в стихах	0	several characters	33	4	11	7	4	0	0	1	2155	0	15147	14514	1233	1823	1824	1824	1824	8.909090909090908	0.8909090909090909	0.9318181818181818	11	10	1	2	1.1090909090909091	rus
rus000115	kropotov-fomushka	kropotov-fomushka	Comedy	FALSE	Кропотов	Фомушка – бабушкин внучек	Комедия	0	several characters	35	5	10	7	3	0	0	373	0	0	10726	10249	785	1785	NA	1790	1790	8.2	0.9111111111111111	0.9444444444444444	10	9	1	2	1.0888888888888888	rus
rus000041	krylov-amerikantsy	krylov-amerikantsy	NA	TRUE	Крылов	Американцы	Опера комическая в двух действиях	0	atsem|elvira	25	2	10	5	4	1	3	425	0	0	8100	7534	434	1787/1788	1800	NA	1788	5.2	0.5777777777777777	0.840952380952381	10	8	1	3	1.4666666666666666	rus
rus000107	krylov-filomela	krylov-filomela	Tragedy	FALSE	Крылов	Филомела	Трагедия в пяти действиях, в стихах	0	terej	28	5	7	5	2	0	0	0	1514	0	10118	9830	234	1786	NA	1793	1793	4	0.6666666666666666	0.7333333333333333	7	6	1	2	1.3333333333333333	rus
rus000102	krylov-modnaja-lavka	krylov-modnaja-lavka	Comedy	FALSE	Крылов	Модная лавка	Комедия в трех действиях	0	lestov|masha	41	3	11	6	5	0	0	646	0	2	11617	11275	488	NA	1806	1807	1806	6.545454545454546	0.6545454545454545	0.868037518037518	11	10	1	2	1.3454545454545455	rus
rus000113	krylov-pirog	krylov-pirog	Comedy	FALSE	Крылов	Пирог	Комедия в одном действии	0	vanka|vspyshkin	14	1	9	6	3	0	0	394	2	0	5787	5662	138	1799/1801	NA	1869	1801	5.111111111111111	0.6388888888888888	0.7142857142857143	9	7	1	3	1.3888888888888888	rus
rus000040	krylov-podschipa-ili-trumf	krylov-podschipa-ili-trumf	Comedy	FALSE	Крылов	Подщипа или Трумф	Шуто-трагедия в двух действиях, в стихах	0	several characters	21	2	8	5	3	0	0	0	689	1	4976	4779	250	1798/1800	NA	1859	1800	6.25	0.8928571428571429	0.9285714285714285	8	7	1	2	1.1071428571428572	rus
rus000132	krylov-prokazniki	krylov-prokazniki	Comedy	FALSE	Крылов	Проказники	Комедия в пяти действиях	0	several characters	66	5	10	6	4	0	0	1109	16	0	18885	18353	870	1788	NA	1793	1793	9	1	1	10	9	1	1	1	rus
