id	name	playName	normalizedGenre	libretto	firstAuthor	title	subtitle	numOfCoAuthors	maxDegreeIds	numOfSegments	numOfActs	numOfSpeakers	numOfSpeakersMale	numOfSpeakersFemale	numOfSpeakersUnknown	numOfPersonGroups	numOfP	numOfL	wikipediaLinkCount	wordCountText	wordCountSp	wordCountStage	yearWritten	yearPremiered	yearPrinted	yearNormalized	averageDegree	density	averageClustering	size	maxDegree	numConnectedComponents	diameter	averagePathLength	corpus
fre000183	boursault-portrait-du-peintre	boursault-portrait-du-peintre	Comedy	FALSE	Boursault	Le Portrait du Peintre	Ou la Contre-Critique de l'Ecole des Femmes	0	several characters	9	1	9	7	2	0	0	4	716	NA	7321	6337	20	NA	1663	1663	1663	7.111111111111111	0.8888888888888888	0.9153439153439152	9	8	1	2	1.1111111111111112	fre
fre000184	boursault-satire-des-satires	boursault-satire-des-satires	Comedy	FALSE	Boursault	La Satire des Satires	Comédie	0	le-marquis|emilie|le-chevalier	7	1	8	5	2	1	0	0	1029	NA	10876	9215	21	NA	1694-10	1669	1669	5.75	0.8214285714285714	0.8940476190476191	8	7	1	2	1.1785714285714286	fre
fre000186	boyer-agamemnon	boyer-agamemnon	Tragedy	FALSE	Boyer	Agamemnon	Tragédie	0	oreste	38	5	9	6	3	0	0	0	1711	NA	15652	14634	5	NA	1647	1680	1647	3.111111111111111	0.3888888888888889	0.45185185185185184	9	6	1	3	1.75	fre
fre000187	boyer-amours-jupiter-semele	boyer-amours-jupiter-semele	Tragedy	FALSE	Boyer	Les Amours de Jupiter et de Sémélé	Tragédie	0	semele	40	5	22	6	9	7	0	0	2078	NA	20428	18982	589	NA	1666-01-01	1666	1666	3.6363636363636362	0.17316017316017315	0.6908064158064158	22	13	3	3	1.8591549295774648	fre
fre000188	boyer-aristodeme	boyer-aristodeme	Tragedy	FALSE	Boyer	Aristodème	Tragédie	0	le-roi|aristodeme|alcidamas	23	5	9	3	3	3	0	0	1445	NA	13310	12377	17	NA	1647	1648	1647	5.333333333333333	0.6666666666666666	0.7793650793650795	9	7	1	3	1.3611111111111112	fre
fre000189	boyer-artaxerce	boyer-artaxerce	Tragedy	FALSE	Boyer	Artaxerce	Tragédie	1	le-roi|darius|aspasie	32	5	9	4	4	1	0	0	1637	NA	19172	14660	11	NA	1682-11-22	1683	1682	3.111111111111111	0.3888888888888889	0.37777777777777777	9	5	1	4	1.8333333333333333	fre
fre000190	boyer-clotilde	boyer-clotilde	Tragedy	FALSE	Boyer	Clotilde	Tragédie.	0	clotilde	39	0	8	3	4	1	0	0	2047	NA	18923	18152	3	NA	NA	1659	1659	4.5	0.6428571428571429	0.7821428571428571	8	7	1	2	1.3571428571428572	fre
fre000191	boyer-federic	boyer-federic	Tragicomedy	FALSE	Boyer	Fédéric	Tragi-Comédie	0	federic|camille|valere	39	5	9	5	3	1	0	0	1831	NA	17507	16645	21	NA	1659-11-14	1660	1659	4.888888888888889	0.6111111111111112	0.7264550264550266	9	7	1	3	1.4166666666666667	fre
fre000192	boyer-jeune-marius	boyer-jeune-marius	Tragedy	FALSE	Boyer	Le Jeune Marius	Tragédie	0	cecilie	28	2	9	4	4	1	0	0	1821	NA	17297	16271	3	NA	NA	1670	1670	3.5555555555555554	0.4444444444444444	0.753968253968254	9	8	1	2	1.5555555555555556	fre
fre000193	boyer-judith	boyer-judith	Tragedy	FALSE	Boyer	Judith	Tragédie	0	misaël	36	5	11	5	2	4	0	0	1543	NA	14974	13016	7	NA	1695-03-04	1695	1695	4	0.4	0.6324675324675325	11	7	1	3	1.7636363636363637	fre
fre000194	boyer-lisimene	boyer-lisimene	NA	FALSE	Boyer	Lisimène ou La Jeune Bergère	Pastorale	0	silene	38	5	15	6	4	5	0	0	1852	NA	17330	16273	51	NA	1695-03-04	1672	1672	5.066666666666666	0.3619047619047619	0.8724867724867725	15	9	2	3	1.5217391304347827	fre
fre000195	boyer-mort-enfants-brute	boyer-mort-enfants-brute	Tragedy	FALSE	Boyer	La Mort des Enfants de Brute	Tragédie	0	tullie	23	5	10	4	6	0	0	0	1542	NA	13293	12899	0	NA	1647	1648	1647	6	0.6666666666666666	0.7964285714285715	10	9	1	2	1.3333333333333333	fre
fre000196	boyer-oropaste	boyer-oropaste	Tragedy	FALSE	Boyer	Oropaste ou Le Faux Tonaxare	Tragédie	0	oropaste	30	5	10	6	3	1	0	0	2234	NA	20800	19703	15	NA	1662-11-17	1663	1662	5.8	0.6444444444444445	0.8376984126984126	10	9	1	2	1.3555555555555556	fre
fre000197	boyer-porcie-romaine	boyer-porcie-romaine	Tragedy	FALSE	Boyer	La Porcie Romaine	Tragédie	0	porcie	24	5	9	7	2	0	0	0	1619	NA	14963	14061	32	NA	1645	1646	1645	3.111111111111111	0.3888888888888889	0.4592592592592592	9	5	1	4	1.8611111111111112	fre
fre000198	boyer-porus	boyer-porus	Tragedy	FALSE	Boyer	Porus	Ou la Générosité d'Alexandre	0	argire	27	5	10	5	4	1	0	0	1669	NA	15000	14045	32	NA	NA	1648	1648	6.8	0.7555555555555555	0.8265873015873015	10	9	1	2	1.2444444444444445	fre
fre000199	boyer-tiridate	boyer-tiridate	Tragedy	FALSE	Boyer	Tyridate	Tragédie	0	oronte|tyridate	32	5	9	3	4	2	0	0	1784	NA	16418	15420	36	NA	1648	1649	1648	6.222222222222222	0.7777777777777778	0.8174603174603176	9	8	1	2	1.2222222222222223	fre
fre000185	boyera-caton	boyera-caton	Tragedy	FALSE	Boyer	Caton	Tragédie	0	sempronius	43	5	13	7	2	4	0	441	0	NA	22554	20153	123	NA	NA	1713	1713	4.615384615384615	0.38461538461538464	0.6975579975579975	13	10	1	3	1.705128205128205	fre
fre000200	brecourt-ombre-de-moliere	brecourt-ombre-de-moliere	Comedy	FALSE	Brécourt	L'Ombre de Molière	Comédie	0	pluton	15	2	22	8	3	11	0	251	6	NA	8483	7852	65	NA	1674-03	1674	1674	4.454545454545454	0.21212121212121213	0.7337465564738291	22	16	2	4	1.9214659685863875	fre
fre000201	brohan-compter-sans-son-hote	brohan-compter-sans-son-hote	NA	FALSE	Brohan	Compter sans son Hôte	Comédie.	0	lucy|la-duchesse|le-marquis	10	0	3	1	1	1	0	199	13	NA	6346	6219	181	NA	NA	1888	1888	2	1	1	3	2	1	1	1	fre
fre000202	brohan-qui-femme-a-guerre-a	brohan-qui-femme-a-guerre-a	NA	FALSE	Brohan	Qui Femme A Guerre A	Comédie.	0	la-comtesse|le-comte|le-domestique	6	0	3	1	1	1	0	171	0	NA	5947	5828	213	NA	NA	1888	1888	2	1	1	3	2	1	1	1	fre
fre000203	brosse-aveugle-clairvoyant	brosse-aveugle-clairvoyant	Comedy	FALSE	Brosse	L'Aveugle Clairvoyant	Comédie	0	melice|sylvestre|cleanthe	33	5	8	4	4	0	0	0	1747	NA	17512	16466	77	NA	NA	1650	1650	4.5	0.6428571428571429	0.725	8	6	1	3	1.3928571428571428	fre
fre000204	brosse-turne	brosse-turne	Tragedy	FALSE	Brosse	Le Turne de Virgile	Tragédie	0	amata	29	0	9	6	3	0	0	0	1637	NA	15087	14203	2	NA	1647	1647	1647	4.888888888888889	0.6111111111111112	0.7407407407407408	9	7	1	3	1.4444444444444444	fre
fre001453	brueys-empiriques	brueys-empiriques	Comedy	FALSE	Brueys	Les Empiriques	Comédie en Trois Actes et en Prose.	0	fribourg|pasquin|ariste	31	0	10	7	0	3	0	634	0	NA	11859	10827	251	NA	1697-06-11	1735	1697	7.8	0.8666666666666667	0.8976190476190474	10	9	1	2	1.1333333333333333	fre
fre000205	brueys-palaprat-avocat-patelin	brueys-palaprat-avocat-patelin	Comedy	FALSE	Brueys	L'Avocat Patelin	Comédie en Trois Actes et en Prose.	1	monsieur-patelin|monsieur-guillaume	26	3	9	3	3	3	0	500	0	NA	9334	9060	42	NA	1706-06-04	1706	1706	6.444444444444445	0.8055555555555556	0.8915343915343913	9	8	1	2	1.1944444444444444	fre
fre000206	bruleboeuf-racine-chez-corneille	bruleboeuf-racine-chez-corneille	Comedy	FALSE	Bruleboeuf-Letournan	Racine chez Corneille	Ou la Lecture de Phyché	0	moliere|thomas|corneille	14	1	11	7	0	4	0	7	876	NA	8790	7915	681	NA	1825-06-29	1825	1825	7.636363636363637	0.7636363636363637	0.888888888888889	11	10	1	2	1.2363636363636363	fre
fre000207	cadet-gassicourt-souper-de-moliere	cadet-gassicourt-souper-de-moliere	NA	FALSE	Cadet de Gassicourt	Le Souper de Molière	Ou la Soirée d'Auteuil	0	several characters	14	0	13	9	1	3	0	340	359	NA	8876	7819	577	NA	1795-01-23	1795	1795	11.846153846153847	0.9871794871794872	0.987179487179487	13	12	1	2	1.0128205128205128	fre
fre000208	cahusac-zoroastre	cahusac-zoroastre	NA	TRUE	Cahusac	Zoroastre	OPÉRA.	1	zoroastre	37	0	23	5	4	14	0	0	819	NA	8535	6855	1015	NA	NA	1756	1756	4.869565217391305	0.22134387351778656	0.6118012422360248	23	12	3	3	1.9714285714285715	fre
fre000209	cailhava-egoisme	cailhava-egoisme	Comedy	FALSE	Cailhava d'Estendoux	L'Egoïsme	Comédié en Cinq Actes et en Vers.	0	polidor|le-chevalier|constance	54	5	11	7	1	3	0	3	1845	NA	20530	16040	430	NA	1777-06-19	1777	1777	6.909090909090909	0.6909090909090909	0.7651515151515151	11	9	1	3	1.3272727272727274	fre
fre000210	cailleau-tragedies-voltaire	cailleau-tragedies-voltaire	Tragedy	FALSE	Cailleau	Les Tragédies de M. de Voltaire	Ou Tancrède Jugée par ses Soeurs	0	several characters	11	1	16	15	0	1	0	307	44	NA	8801	8486	7	NA	NA	1760	1760	14.75	0.9833333333333333	0.9845238095238096	16	15	1	2	1.0166666666666666	fre
fre000211	campan-deux-educations	campan-deux-educations	NA	FALSE	Campan	Les Deux Educations	Proverbe Moral	0	madame-leblanc|madame-de-furville	8	2	8	0	7	1	0	123	0	NA	3765	3498	100	NA	NA	1832	1832	4.75	0.6785714285714286	0.8928571428571428	8	7	1	2	1.3214285714285714	fre
fre000212	campan-ferme-partagee	campan-ferme-partagee	NA	FALSE	Campan	La Ferme Partagée	NA	0	suzanne|louise	6	1	7	0	6	1	0	51	0	NA	1840	1654	31	NA	NA	1832	1832	2.857142857142857	0.47619047619047616	0.738095238095238	7	4	1	3	1.7142857142857142	fre
fre000213	campistron-achille	campistron-achille	Tragedy	TRUE	Campistron	Achille et Polixène	Tragédie en Musique	0	le-choeur	34	6	33	8	8	17	0	0	880	NA	6997	6326	295	NA	1687-11-07	1688	1687	5.212121212121212	0.16287878787878787	0.8296733642583446	33	23	3	3	1.982885085574572	fre
fre000214	campistron-acis-galathee	campistron-acis-galathee	NA	FALSE	Campistron	Acis et Galatée	Pastorale Héroïque en Musique	0	le-choeur	28	4	19	8	4	7	0	0	622	NA	5183	4711	180	NA	1686-11-07	1686	1686	4.947368421052632	0.27485380116959063	0.8004238537520272	19	17	1	3	1.7719298245614035	fre
fre000215	campistron-adrien	campistron-adrien	Tragedy	FALSE	Campistron	Adrien	Tragédie chrétienne, tirée de l'Histoire de l'Église, en cinq actes et en vers.	0	valerie	33	5	7	4	2	1	0	0	1553	NA	13657	13102	0	NA	1690-01-11	1683	1683	4	0.6666666666666666	0.6666666666666667	7	6	1	2	1.3333333333333333	fre
fre000216	campistron-aetius	campistron-aetius	Tragedy	FALSE	Campistron	Aétius	Tragédie	0	several characters	22	4	7	5	2	0	0	0	1226	NA	10797	10611	107	NA	1693-01-28	1685	1685	2.857142857142857	0.47619047619047616	0.47619047619047616	7	4	1	3	1.6666666666666667	fre
fre000217	campistron-alcibiade	campistron-alcibiade	Tragedy	FALSE	Campistron	Alcibiade	Tragédie	0	alcibiade	31	5	9	5	4	0	0	0	1533	NA	13758	13496	6	NA	1685-12-28	1685	1685	3.5555555555555554	0.4444444444444444	0.48148148148148157	9	6	1	3	1.6944444444444444	fre
fre000218	campistron-andronic	campistron-andronic	Tragedy	FALSE	Campistron	Andronic	Tragédie	0	andronic	45	5	13	9	3	1	0	0	1469	NA	12990	12657	25	NA	1685-02-08	1685	1685	2.923076923076923	0.24358974358974358	0.36501831501831494	13	8	1	4	2.1025641025641026	fre
fre000219	campistron-arminiusc	campistron-arminiusc	Tragedy	FALSE	Campistron	Arminius	Tragédie	0	sigismond	36	5	10	7	3	0	0	0	1602	NA	14078	13775	17	NA	1684-02-19	1685	1684	5.4	0.6	0.7764285714285715	10	8	1	3	1.4222222222222223	fre
fre000220	campistron-juba	campistron-juba	Tragedy	FALSE	Campistron	Juba, Roi de Mauritanie	Tragédie	0	barce|juba	26	5	7	5	2	0	0	0	1157	NA	10271	10101	0	NA	NA	1685	1685	3.142857142857143	0.5238095238095238	0.7333333333333334	7	5	1	3	1.5238095238095237	fre
fre000221	campistron-phocion	campistron-phocion	Tragedy	FALSE	Campistron	Phocion	Tragédie	0	chrisis	31	5	9	6	3	0	0	0	1287	NA	11127	10880	5	NA	1688-12-16	1688	1688	3.5555555555555554	0.4444444444444444	0.6164021164021164	9	7	1	3	1.6111111111111112	fre
fre000222	campistron-pompeia	campistron-pompeia	Tragedy	FALSE	Campistron	Pompeia	Tragédie	0	pompeia	37	0	11	4	5	2	0	0	1439	NA	13102	11997	14	NA	1687-11-07	1688	1687	4	0.4	0.5995670995670996	11	8	1	4	1.7454545454545454	fre
fre000223	campistron-tachmas	campistron-tachmas	Tragedy	FALSE	Campistron	Tachmas	Tragédie	0	soliman|negare	7	2	6	4	2	0	0	0	472	NA	4322	4240	3	NA	NA	1685	1685	2	0.4	0	6	3	1	3	1.8	fre
fre001454	campistron-tiridate	campistron-tiridate	Tragedy	FALSE	Campistron	Tiridate	Tragédie en Cinq Actes et en vers	0	tiridate|arsace	36	0	10	6	4	0	0	0	1376	NA	12550	11636	12	NA	1691-02-12	1691	1691	4.6	0.5111111111111111	0.6333333333333334	10	7	1	4	1.6444444444444444	fre
fre000224	campistron-virginie	campistron-virginie	Tragedy	FALSE	Campistron	Virginie	Tragédie	0	plautie	31	5	10	6	4	0	0	0	1634	NA	14281	13541	19	NA	1693-02-12	1683	1683	4.2	0.4666666666666667	0.6816666666666666	10	8	1	3	1.6	fre
fre000225	carbon-de-flins-mari-directeur	carbon-de-flins-mari-directeur	Comedy	FALSE	Carbon de Flins	Le Mari Directeur ou Le Déménagement du Couvent	Comédie en un Acte, et en vers Libres.	0	several characters	16	1	13	5	3	5	0	3	684	NA	5343	5021	100	NA	1791-02-25	1791	1791	9.384615384615385	0.782051282051282	0.847086247086247	13	11	1	3	1.2435897435897436	fre
fre000226	carbon-de-flins-reveil-epimenide	carbon-de-flins-reveil-epimenide	Comedy	FALSE	Carbon de Flins	Le Réveil d'Epiménide à Paris.	Comédie en un Acte, en Vers.	0	epimenide|d-harcourt	20	1	18	7	4	7	0	0	845	NA	7317	6443	74	NA	1790-01-01	1790	1790	12	0.7058823529411765	0.9208156766980298	18	17	1	2	1.2941176470588236	fre
fre001520	carcassonne-compliment	carcassonne-compliment	Comedy	FALSE	Carcassonne	Le Compliment	Comédie.	0	alice|marie	5	0	6	0	6	0	0	106	4	NA	1868	1714	296	NA	NA	1889	1889	4	0.8	0.9	6	5	1	2	1.2	fre
fre001521	carcassonne-le-dame-en-noir	carcassonne-le-dame-en-noir	Comedy	FALSE	Carcassonne	La Dame en Noir	Comédie.	0	pierre|la-dame|andre	5	0	3	2	0	1	0	110	0	NA	1640	1530	95	NA	NA	1889	1889	2	1	1	3	2	1	1	1	fre
fre001523	carcassonne-le-docteur-sourabaya	carcassonne-le-docteur-sourabaya	Comedy	FALSE	Carcassonne	Le Docteur Sourabaya	Comédie.	0	felix|bonne-maman	5	0	9	2	2	5	0	189	0	NA	2916	2792	321	NA	NA	1889	1889	6.666666666666667	0.8333333333333334	0.9523809523809523	9	8	1	2	1.1666666666666667	fre
fre001526	carcassonne-le-mariage-des-fleurs	carcassonne-le-mariage-des-fleurs	Comedy	FALSE	Carcassonne	Le Mariage des Fleurs	Comédie.	0	les-fleurs	11	0	23	0	0	23	0	0	327	NA	3712	3460	589	NA	NA	1887	1887	12.956521739130435	0.5889328063241107	0.9095426312817617	23	22	1	2	1.4110671936758894	fre
fre001527	carcassonne-le-petit-pretentieux	carcassonne-le-petit-pretentieux	Comedy	FALSE	Carcassonne	Le Petit Prétentieux	Comédie.	0	marcel|georges	4	0	7	4	1	2	0	112	0	NA	2140	1924	374	NA	NA	1889	1889	4.857142857142857	0.8095238095238095	0.9238095238095239	7	6	1	2	1.1904761904761905	fre
fre001529	carcassonne-le-rondeau	carcassonne-le-rondeau	Comedy	FALSE	Carmontelle	Le Rondeau	Comédie.	1	several characters	6	0	6	0	4	2	0	84	0	NA	1727	1595	546	NA	NA	1889	1889	5	1	1	6	5	1	1	1	fre
fre001522	carcassonne-les-defauts-de-paul	carcassonne-les-defauts-de-paul	Comedy	FALSE	Carcassonne	Les Défauts de Paul	Comédie.	0	gilberte	7	0	5	2	3	0	0	189	0	NA	2539	2374	196	NA	NA	1889	1889	2.4	0.6	0.5999999999999999	5	4	1	2	1.4	fre
fre001525	carcassonne-les-heures	carcassonne-les-heures	Comedy	FALSE	Carcassonne	Les Heures	Comédie.	0	gustave|helene	3	0	2	1	1	0	0	102	0	NA	1496	1417	161	NA	NA	1889	1889	1	1	0	2	1	1	1	1	fre
fre001528	carcassonne-roi-et-reine	carcassonne-roi-et-reine	Comedy	FALSE	Carcassonne	Roi et Reine	Comédie.	0	isabelle|louis	3	0	2	1	1	0	0	134	0	NA	1752	1679	146	NA	NA	1889	1889	1	1	0	2	1	1	1	1	fre
fre001530	carcassonne-rose-et-rosette	carcassonne-rose-et-rosette	Comedy	FALSE	Carcassonne	Rose et Rosette	Comédie.	0	madame-de-lancy|rosette|rose	1	0	3	0	3	0	0	88	0	NA	1389	1294	230	NA	NA	1889	1889	2	1	1	3	2	1	1	1	fre
fre001524	carcassonne-un-duel	carcassonne-un-duel	Comedy	FALSE	Carcassonne	Un Duel	Comédie.	0	alfred	6	0	9	6	0	3	0	144	0	NA	2185	2057	234	NA	NA	1889	1889	6	0.75	0.8108465608465608	9	8	1	2	1.25	fre
fre000229	carmontelle-a-bon-chat-bon-rat	carmontelle-a-bon-chat-bon-rat	NA	FALSE	Carmontelle	A Bon Chat Bon Rat	Comédie.	0	madame-savon	20	1	15	5	4	6	0	271	0	NA	6212	5959	141	NA	1768	1771	1768	7.466666666666667	0.5333333333333333	0.8225041625041626	15	14	1	2	1.4666666666666666	fre
fre000232	carmontelle-a-trompeur-trompeur-et-demi	carmontelle-a-trompeur-trompeur-et-demi	NA	FALSE	Carmontelle	A Trompeur, Trompeur et Demi	Ou la Veuve Avare	0	several characters	6	1	4	1	1	2	0	158	0	NA	2873	2750	64	NA	1768	1768	1768	3	1	1	4	3	1	1	1	fre
fre000227	carmontelle-abbe-de-coure-diner	carmontelle-abbe-de-coure-diner	NA	FALSE	Carmontelle	L'Abbé de Coure-Dîner.	Comédie.	0	l-abbe	13	1	14	6	3	5	0	220	0	NA	3232	2957	109	NA	NA	1822	1822	2.4285714285714284	0.18681318681318682	0.36507936507936506	14	9	1	4	2.2747252747252746	fre
fre000228	carmontelle-abbe-de-platre	carmontelle-abbe-de-platre	Comedy	FALSE	Carmontelle	L'Abbé de Plâtre	Comédie en un Acte et en Prose.	0	monsieur-de-leurmont	18	1	9	7	1	1	0	414	8	0	6687	6331	148	NA	1779-10-26	1781	1779	5.111111111111111	0.6388888888888888	0.7854497354497354	9	8	1	2	1.3611111111111112	fre
fre000230	carmontelle-almenorade	carmontelle-almenorade	NA	FALSE	Carmontelle	Alménorade	Tragédie.	0	le-souffleur|le-sultan|almenorade	5	1	6	4	2	0	0	12	137	NA	1456	1345	28	NA	1768	1771	1768	3	0.6	0.6388888888888888	6	4	1	3	1.4666666666666666	fre
fre000231	carmontelle-apres-dinee	carmontelle-apres-dinee	NA	FALSE	Carmontelle	L'Après-Dinée	Sixième Proverbe.	0	madame-de-vernant	7	1	6	1	2	3	0	121	0	NA	2237	2099	39	NA	NA	1771	1771	3.3333333333333335	0.6666666666666666	0.6944444444444445	6	5	1	2	1.3333333333333333	fre
fre000233	carmontelle-auteur-avantageux	carmontelle-auteur-avantageux	NA	FALSE	Carmontelle	L'Auteur Avantageux.	Comédie.	0	le-chevalier|le-comedien|l-abbe	2	1	3	3	0	0	0	86	0	NA	1763	1685	7	NA	1768	1768	1768	2	1	1	3	2	1	1	1	fre
fre001532	carmontelle-aveugle-avare	carmontelle-aveugle-avare	NA	FALSE	Carmontelle	L'Aveugle Avare	Proverbe.	0	janneton|tatonet|monsieur-savoneau	4	0	3	3	0	0	0	200	0	NA	3175	3084	189	NA	NA	1781	1781	2	1	1	3	2	1	1	1	fre
fre000234	carmontelle-avocat-chansonnier	carmontelle-avocat-chansonnier	NA	FALSE	Carmontelle	L'Avocat Chansonnier.	Comédie.	0	monsieur-de-la-barre	7	1	4	3	1	0	0	187	64	NA	3172	3039	97	NA	NA	1822	1822	2	0.6666666666666666	0.5833333333333334	4	3	1	2	1.3333333333333333	fre
fre000235	carmontelle-avocat-consultant	carmontelle-avocat-consultant	NA	FALSE	Carmontelle	L'Avocat Consultant.	Comédie.	0	monsieur-de-saint-hilaire	3	1	4	3	0	1	0	69	0	NA	1103	1000	25	NA	1768	1771	1768	2	0.6666666666666666	0.5833333333333334	4	3	1	2	1.3333333333333333	fre
fre000236	carmontelle-bal	carmontelle-bal	NA	FALSE	Carmontelle	Le Bal	Comédie.	0	monsieur-de-clervaut	9	1	5	2	2	1	0	163	0	NA	2711	2530	61	NA	NA	1822	1822	2.4	0.6	0.8666666666666666	5	4	1	2	1.4	fre
fre000237	carmontelle-bons	carmontelle-bons	NA	FALSE	Carmontelle	Les Bons	Comédie.	0	monsieur-degrantier	10	1	10	7	1	2	0	179	0	NA	2504	2328	33	NA	NA	1768	1768	3.2	0.35555555555555557	0.7361111111111112	10	9	1	2	1.6444444444444444	fre
fre000238	carmontelle-boudoir	carmontelle-boudoir	NA	FALSE	Carmontelle	Le Boudoir.	Comédie.	0	several characters	5	1	5	2	2	1	0	154	2	NA	2636	2510	50	NA	1768	1768	1768	4	1	1	5	4	1	1	1	fre
fre000239	carmontelle-cafe-borgne	carmontelle-cafe-borgne	NA	FALSE	Carmontelle	Le Café Borgne	Proverbe Dramatique.	0	several characters	3	1	5	4	1	0	0	118	0	NA	3269	3112	365	NA	NA	1770	1770	4	1	1	5	4	1	1	1	fre
fre000240	carmontelle-chanteur-italien	carmontelle-chanteur-italien	NA	FALSE	Carmontelle	Le Chanteur Italien	Comédie.	0	monsieur-de-saint-hygin|monsieur-octavini|le-laquais	4	1	5	3	1	1	0	111	0	NA	2050	1922	15	NA	1768	1771	1768	3.6	0.9	0.9	5	4	1	2	1.1	fre
fre000241	carmontelle-chapon-au-gro-sel	carmontelle-chapon-au-gro-sel	NA	FALSE	Carmontelle	Le Chapon au Gros Sel.	Comédie.	0	monsieur-despres|madame-minot|monsieur-dupont	4	1	5	4	1	0	0	95	0	NA	1334	1223	37	NA	NA	1822	1822	3.6	0.9	0.9	5	4	1	2	1.1	fre
fre000242	carmontelle-chasseur-joueurs	carmontelle-chasseur-joueurs	NA	FALSE	Carmontelle	Le Chasseur et les Joueurs.	Comédie.	0	clerac|saint-romain	4	1	4	4	0	0	0	63	0	NA	902	810	64	NA	NA	1822	1822	2.5	0.8333333333333334	0.8333333333333333	4	3	1	2	1.1666666666666667	fre
fre000243	carmontelle-condamnez-sans-entendre	carmontelle-condamnez-sans-entendre	NA	FALSE	Carmontelle	Condamner sans Entendre. ou La Statue.	Comédie.	0	mademoiselle-de-richeviere|le-chevalier	11	1	6	0	1	5	0	176	0	NA	3529	3393	70	NA	NA	1768	1768	4	0.8	0.9	6	5	1	2	1.2	fre
fre000244	carmontelle-desesperes-de-l-opera	carmontelle-desesperes-de-l-opera	NA	FALSE	Carmontelle	Les Désespérés de l'Opéra	Comédie Proverbe	0	monsieur-pillier	6	1	5	3	0	2	0	176	0	NA	2774	2708	34	NA	NA	1768	1768	2.4	0.6	0.6	5	4	1	2	1.4	fre
fre000245	carmontelle-deux-amis	carmontelle-deux-amis	NA	FALSE	Carmontelle	Les Deux Amis	Huitième Proverbe.	0	le-garçon|rasignac|la-corne	3	1	3	2	0	1	0	63	0	NA	851	778	17	NA	NA	1771	1771	2	1	1	3	2	1	1	1	fre
fre000246	carmontelle-deux-anglais	carmontelle-deux-anglais	NA	FALSE	Carmontelle	Les Deux Anglais	Deuxième Proverbe.	0	henri|wittham	1	1	2	0	0	2	0	49	0	NA	899	830	0	NA	NA	1771	1771	1	1	0	2	1	1	1	1	fre
fre000247	carmontelle-deux-auteurs	carmontelle-deux-auteurs	NA	FALSE	Carmontelle	Les Deux Auteurs	Comédie	0	monsieur-le-nain|monsieur-le-gris	1	0	2	1	0	1	0	0	107	NA	1159	1094	0	NA	NA	1822	1822	1	1	0	2	1	1	1	1	fre
fre000248	carmontelle-deux-chapeaux	carmontelle-deux-chapeaux	NA	FALSE	Carmontelle	Les Deux Chapeaux	Comédie.	0	madame-de-brecourt	8	1	4	1	2	1	0	166	0	NA	2355	2234	184	NA	NA	1822	1822	1.5	0.5	0	4	3	1	2	1.5	fre
fre000249	carmontelle-diamant	carmontelle-diamant	NA	FALSE	Carmontelle	Le Diamant	Dix-Septième Proverbe.	0	madame-de-gercourt|monsieur-de-gercourt	11	1	8	4	2	2	0	377	0	NA	5696	5519	74	NA	NA	1771	1771	3.5	0.5	0.7916666666666666	8	5	1	3	1.6428571428571428	fre
fre000250	carmontelle-ecrivain	carmontelle-ecrivain	NA	FALSE	Carmontelle	L'Ecrivain des Charniers.	Comédie.	0	madame-de-l-aiguille|mademoiselle-janneton	12	1	6	4	2	0	0	344	0	NA	6627	6351	187	NA	1768	1771	1768	4	0.8	0.9	6	5	1	2	1.2	fre
fre000251	carmontelle-enrage	carmontelle-enrage	NA	FALSE	Carmontelle	L'Enragé	Seizième Proverbe.	0	le-comte|madame-thomas	10	1	4	1	1	2	0	235	0	NA	2947	2815	186	NA	NA	1771	1771	2.5	0.8333333333333334	0.8333333333333333	4	3	1	2	1.1666666666666667	fre
fre000252	carmontelle-etranger	carmontelle-etranger	NA	FALSE	Carmontelle	L'Etranger	Comédie.	0	several characters	10	1	4	2	0	2	0	242	0	NA	2914	2791	62	NA	1780-09-29	1768	1768	3	1	1	4	3	1	1	1	fre
fre000253	carmontelle-faux-empoisonnement	carmontelle-faux-empoisonnement	NA	FALSE	Carmontelle	Le Faux Empoisonnement	Cinquante-Neuvième Proverbe.	0	la-marquise|le-comte	13	1	6	3	2	1	0	154	0	NA	2984	2860	48	NA	NA	1768	1768	3.6666666666666665	0.7333333333333333	0.8666666666666667	6	5	1	2	1.2666666666666666	fre
fre000254	carmontelle-faux-indifferents	carmontelle-faux-indifferents	NA	FALSE	Carmontelle	Les Faux Indifférents	Septième Proverbe.	0	la-comtesse|le-chevalier|henriette	6	1	3	1	2	0	0	58	0	NA	1371	1289	48	NA	NA	1771	1771	2	1	1	3	2	1	1	1	fre
fre000255	carmontelle-fous	carmontelle-fous	NA	FALSE	Carmontelle	Les Fous	Quatorzième Proverbe.	0	monsieur-dissonant|l-abbe	5	1	7	3	1	3	0	133	81	NA	2331	2226	181	NA	NA	1771	1771	4.857142857142857	0.8095238095238095	0.9238095238095239	7	6	1	2	1.1904761904761905	fre
fre000256	carmontelle-histoire	carmontelle-histoire	NA	FALSE	Carmontelle	L'Histoire.	Comédie.	0	several characters	3	1	7	3	2	2	0	120	0	NA	1679	1568	23	NA	NA	1822	1822	6	1	1	7	6	1	1	1	fre
