char_id	d
5522	163.01291429901988
5527	181.8568477449117
5529	194.82769969357525
5532	192.38861975428136
5534	175.06989664762722
5542	185.26121000692171
5545	224.1970524947582
5549	205.89474046207633
5561	168.67754702132262
5567	179.91919012302398
5569	197.9498944536049
5573	190.96257271359545
5574	174.17642049418683
5576	203.37025513950874
5578	177.18248793673183
5579	174.4187943632718
5580	187.05472100605192
5585	182.54714608862724
5586	201.5300741042669
5587	170.25593400199992
5588	207.37408232233355
5593	165.9454481554039
5595	162.01076952726862
5599	185.76848510240683
5605	173.58690724833346
5606	179.66856125852797
5608	193.3747788886336
5617	173.03837021925375
5620	192.56032655768294
5628	184.51724411720275
5630	188.8159775368944
5631	200.97900897894408
5638	231.63806520550412
5640	179.28898553475094
5641	208.2616501969376
5644	161.97887047847712
5648	178.04611749584151
5651	152.86547707202888
5664	179.6277713737369
5668	204.05258806172142
5671	192.1415721762414
5674	199.04692726195222
5676	231.59685352406768
5678	243.1506530191576
5679	237.64707471119345
5680	224.91949996383602
5684	202.03490309985057
20575	223.49433779904746
20581	194.66319148802617
20583	205.71294615174713
20591	229.0986884283776
20619	201.44517784332794
20623	203.71379477075186
20709	170.22378630955313
20731	173.45276337289962
20733	208.1467415268645
20756	149.9680935305032
20758	199.86010941256617
20759	178.47914587221973
20763	177.60163084539255
20765	162.4724715738647
20767	196.9798809161883
20769	334.01912076538304
20775	449.78496566927925
20776	466.2480756556865
20777	397.1762175033769
20779	262.730689116436
20781	303.70973853521724
20783	416.5792220991021
20785	370.4624232105066
20786	428.0077016298138
20787	226.64953260701148
20791	381.9608570655323
20799	457.01941194136117
20839	229.53153666374251
20840	216.40844799498487
20841	232.97935703724485
20842	291.3472703437752
20843	265.11435427878683
20845	280.86657108808475
20878	157.75420536478796
5711	121.98048786322208
5712	130.90480380042126
5714	128.2711706283697
5715	117.01514689879
5718	214.77882647769798
5720	157.7880818739431
5725	199.5068536333925
5726	168.8359493252546
5735	162.64789442365347
5744	147.90324397862815
5747	149.46868170474033
20887	192.70542953054698
20905	248.95928446654096
20990	147.85679932264978
20992	163.14483670246895
21012	168.29293377923312
232	203.12854706340798
243	190.92494092365845
292	202.9927066760395
324	231.17760602921464
350	195.1632164237334
451	223.7285714510579
540	221.60980509913057
546	197.21880708017108
5803	170.13079002019947
5809	179.84038997883806
5825	161.68567587159006
5895	145.4012617778181
5896	198.75535732362388
5900	189.1784904228505
5904	138.38228781352097
5910	151.86924244984255
5912	201.29270105800907
5920	148.61373269331241
5930	176.66704913929073
5932	200.17426158730083
5936	181.1105718159127
5942	169.13682251771908
5944	162.16250952473888
5947	179.48805082888646
5950	166.4248367450982
5952	167.47753131564593
5957	162.91387460089047
5962	176.36246839830144
5977	155.43063101272776
5984	178.8042593354352
5986	196.51052153262515
5987	176.13128360233554
6461	156.1841913368913
21127	180.77605162990847
21129	193.47093381440118
21130	186.3222645627875
21131	186.15422389220242
6536	146.27035780077813
6539	184.40442165335133
6544	188.36409313315153
6551	163.78174429693777
6577	176.5759818331471
6578	192.53780551522414
6581	181.20177720087577
6583	209.4225155399619
6603	166.59936501166487
6616	178.01673718953992
6617	230.35608649148864
6619	203.8503101171284
6621	201.26256766486426
570	203.26564880370267
580	183.20054388541175
581	205.73378965566025
589	199.72795247889596
602	244.71883813368837
614	234.78312222764305
621	220.86231857524683
6672	202.47672683810035
6673	186.9018682915441
6675	202.55981711897238
6681	191.24079111983826
6682	167.884896589657
6684	196.62167800390571
6719	131.28090093311476
6738	117.4349463812906
6758	156.60193882196901
6762	193.7070804780484
6770	164.49179314377906
6777	159.4067789400674
21156	230.97813266953332
21160	197.9940817374625
6784	155.00718081575536
6785	175.72974018074677
6795	181.69720569568767
6797	222.89551216822264
6816	167.87773912172665
21302	237.63167754920357
21305	161.85331274011324
6866	262.76254384014004
6867	259.5252138665246
6868	248.63174669671466
6869	177.17830525195433
33480	221.53943486437285
33481	191.39393440420858
33489	288.31918546482507
33492	269.69228988498105
6876	210.43810467052305
6878	200.80360292608873
6880	203.725732485502
6881	222.52030602645098
6883	190.62581893055054
6887	202.4811396041352
6890	202.90960651550373
6893	205.4344034232227
6911	159.88715469479803
6913	220.1497132739443
6916	200.23669362978555
6917	214.20760090406785
6930	182.2150943003013
6937	197.87816237814698
6920	179.87396428359278
6925	195.9819763740804
6951	187.57351690691755
6953	167.09316865752677
6955	192.57393944136624
6956	213.19867289274177
6942	179.78420138549797
6944	168.758301746156
6946	188.9343572342676
6947	216.33472848316867
6965	178.66936700245557
6978	168.66934581071743
6982	186.43215930420496
6989	198.11520481257935
6992	224.0953282761952
6993	196.45546496721283
6995	179.70384255707324
6998	194.09371797899007
7000	192.44740665530554
7001	172.93955617702088
7002	206.94874177926897
7008	189.6869811414366
7010	204.54413404939282
7012	221.98663247320508
7014	206.5863289844817
7021	198.59759684472326
7022	214.2160336786824
7024	191.75267684494554
7040	175.84200889794826
7043	158.7169705482951
7031	180.23089010922885
7034	157.9691418411418
7056	179.76211832328804
7057	181.42971776494466
7060	197.15930211929316
7048	174.69539477885894
7049	180.51022125326836
7051	224.17280869271735
7052	204.44462475058123
7065	158.55970503914088
7066	216.71247668810645
7067	216.17640656768853
7075	218.68408864036184
7079	184.9668131524445
7082	212.64531272723792
7084	221.04608955600293
7087	197.32204139478063
7088	174.24477096167777
7090	200.09760753561784
7092	210.78005850864622
7095	206.88615060835846
7096	172.62225634576575
7098	173.64328925744402
7100	203.3798100828278
7107	205.3605845751385
7108	221.26988819113024
7109	202.10066401359407
7113	199.76052960259736
7119	169.55454888127466
7121	201.43738758689446
7122	176.12407608210972
7123	227.33747143594678
7126	179.67160119911745
7127	185.9549429311266
7130	153.77170432970718
7135	188.14077119884763
7136	167.09133944856848
7138	202.76903567940187
7143	150.3754190802404
7144	208.4308507051153
7145	207.1607675489952
7148	210.16089337809595
7151	177.55101751936715
7153	199.92716184102147
7154	171.3342247220962
7156	216.64417968647774
7158	171.3517833660828
7159	225.04916379904265
7160	177.4679322319476
7166	162.30860956988968
7168	189.1480722428926
7171	205.78115649511832
7177	187.62316825225375
7178	167.3135403606493
7182	197.79000819275828
7185	206.49587044561963
7186	180.15407167883174
7187	189.77862440144696
7188	194.6607176969788
7194	156.98473652136036
7196	205.4452366631581
7197	199.64929952396736
7198	197.41920536327817
7200	202.4878332414636
7201	180.84041173983445
7203	193.2206592400948
7206	211.74919949936265
7210	171.87259682843143
7212	198.69339553126994
7214	178.02492187826599
7216	194.6550326486506
7226	195.3382957527585
7228	214.22414249724926
7230	213.94270571364083
7238	232.4523316605742
7258	192.7665358430336
7259	181.62943953225067
7265	213.08587834364505
7246	183.73479384617335
7247	190.15297099041535
7253	219.72724537173673
7270	157.86944393850158
7271	219.31053308156513
7276	199.93094580283386
7280	157.41084115307035
7282	182.82152948716708
7284	192.36121540408934
7290	206.80999009816554
7293	147.99551682366058
7296	204.58803587188154
7297	174.02216611218418
7299	197.15884335658512
7301	214.13804337875004
7302	209.33186411644624
7303	225.13550390064384
7304	182.2888102914631
7307	193.14784796696034
7308	216.0119085103939
7312	162.49430299293113
7313	220.33352137171897
7316	217.43313392483023
7325	160.44631845405826
7327	178.6005346884965
7331	164.90640114475605
7332	157.72920131050762
7334	161.34176412587206
7336	227.27327585389563
7337	205.40399918738655
7340	177.91664084803975
7342	176.50963667577332
7346	204.5685595435166
7359	207.16617963551923
7364	250.73486890360584
7371	190.22153945005044
7386	159.6861328469336
7388	193.15998568931718
7390	167.91068392457746
7395	159.86849750164268
7401	221.5983129717556
7403	210.03852709626705
7404	178.629180827388
7406	208.43296375295935
7407	192.03922333889852
7409	173.57113221524517
7412	218.79107194212264
7413	217.8905266119992
7418	165.32958169542556
7424	176.3625005417062
7426	215.65707114382116
7427	195.6218080266022
7428	220.72633741747592
7433	182.30856083699072
7434	186.43150114486838
7438	196.1037598047163
7439	212.10935711669006
7441	174.0380184278049
7442	220.0179049517882
7452	174.3699917178829
7454	167.8359881401355
7469	163.70434902610964
7470	207.5686002143345
7472	200.7446830986034
7475	206.25954573236245
7478	195.40276451358463
7481	206.8969400521321
7483	214.5672181665694
7496	195.77336919338288
7497	167.4028427573335
7499	215.6254046766053
7501	195.5628544446274
7512	220.86740810316957
7515	204.04927706301768
7517	196.4925519973361
7539	216.75581354870155
7541	169.3183228777594
7545	150.29175092000375
7549	163.39986493021294
7552	219.06678986345034
7554	201.81032173845426
7555	183.28570840948007
7567	159.99215051298177
7589	218.36999301472983
7590	173.82936636975947
7593	194.51821023010143
7595	200.62602311159287
7598	176.34485932955576
7599	176.24412669108415
7600	178.3689587360409
7602	185.25975078692943
7606	189.59821465357876
7607	173.143822733798
7610	197.59470172440382
7611	211.62274922720525
7614	191.2045524343827
7617	183.23067354884552
7619	187.73110329473565
7620	197.63098023884416
7622	219.28132148814475
7625	184.53348603023474
7627	217.9729376516016
7628	199.05344757041655
7629	175.0215261910049
7632	211.53764290551024
7633	170.8391406489828
7634	188.91975505427314
7635	183.86269891479634
7641	167.643852014833
7642	156.7397369522835
7645	177.95002962956255
7648	187.7342568840686
7650	180.10405927872466
7651	222.31923331030083
7655	181.94103276881955
7765	139.49257751008727
7767	174.38565770466641
7771	195.9771512083237
7773	137.77021583776195
7785	173.96434345050594
7792	176.8868745629069
7794	201.09931266362253
7796	144.1915093906034
7798	165.48696728789534
7799	197.44756926020574
7803	190.24797885948396
7805	176.37981767455386
7806	186.4274052954685
7808	205.2502668803102
7812	169.9957403386849
7814	176.84626284681292
7817	159.24201369713566
7820	166.90211334958693
7823	177.9880669484181
7824	196.86970687798197
7825	181.16322857175675
7829	182.1250947841839
7832	176.74166640114208
7833	184.1041092115714
7838	173.85581704829954
7841	202.08316993157908
7842	192.4562650101785
7846	174.6411499976289
7848	184.5748560849206
7849	126.89800142271746
21336	178.4284268438207
21338	186.86257010511346
21341	176.96921709564518
21346	225.63966815602157
21347	233.79706643924894
21348	258.92664876305133
21349	194.7934878252115
21350	217.62921803785582
21351	260.5153182713936
21352	249.9107938198145
7867	104.28798143651866
7868	180.33817051501867
7869	200.1291361288481
7875	219.805379877938
7897	118.08135178539447
7900	169.44432878941282
7907	145.88127994372655
7924	156.45860053495574
33547	240.02920230154314
33548	221.89295463321744
33552	281.78830765510213
33555	239.10539211092092
33563	271.41707101648086
7947	151.6900578234606
7949	190.05142136809525
7950	200.60125963056083
7954	181.31790738609675
7955	245.13752269423136
7956	245.106068163459
7960	278.7847970723324
7961	366.285536173713
7963	291.00093472791843
7972	197.27803245314973
7990	172.4584705964716
8038	191.89377337268934
8039	161.6666696717209
8040	204.34033886738212
8050	182.28136522886157
8051	229.61807612101748
8052	231.0917897576137
8079	199.49057055500703
8080	171.8837106640627
8083	200.04281541591357
8084	245.6721766181732
8090	203.0131877357594
8098	218.3106763772424
8227	165.63767191330672
8232	179.0751312979209
8239	136.35672958730657
8273	220.0274524263058
8275	176.0230847577861
8304	180.67129816347858
8338	168.9832057867298
8380	123.62273905134599
8416	137.1923440991219
8486	159.91651015720606
8500	223.5011052487092
8501	211.98476489512518
8502	194.76174484129456
8547	206.05237540018436
8620	144.87043032457137
8662	158.86565027113605
8691	184.19220752588217
8696	198.27214940159033
8699	199.7668775359935
8703	157.93372831124375
8758	152.24590797865426
8769	180.33360300930678
8771	173.8824714173921
21353	136.45188028591886
21357	198.12868329541436
21361	204.59930091753782
21364	181.59186165795123
8776	194.08175554792516
8779	210.66027590928357
8782	183.43130229764162
8792	154.05383085265544
8795	160.17103658502563
8797	180.23531303450056
8799	208.29547968251214
8824	152.47842854267978
8825	209.17917956781992
8826	221.277405747819
8834	193.26992143618313
8835	171.31365509764296
8839	185.61418811494602
8844	201.57643835335188
8847	168.0138768174657
8852	158.05244367694098
8853	196.7993420232794
8864	181.45868480893165
8866	196.5251592575951
8868	193.8306608486353
8878	169.53175276002187
8881	177.83258953502914
8884	196.2952355164362
8887	179.8139517475636
8889	168.08351906585304
8890	173.5474795696377
8894	192.77039172891492
8897	147.94295560405013
8924	177.56295634782177
8927	177.8867695688306
8932	221.10943946240343
8934	154.93738633736587
8936	186.1020493144726
8943	224.73233234137956
8944	215.03523146150428
8948	240.48036190215456
21400	176.00279027301966
21402	197.72022482610424
21403	187.53792366376769
21412	183.5703893246835
8962	92.78530323803028
8967	241.23726564560135
8968	160.7590817972877
8979	160.92551922980306
8981	191.9679703696623
8982	192.20214486005148
8989	94.7307191123365
8992	214.47593851952587
8994	168.3272545571765
8996	195.70338344756837
9015	145.78529753145506
9023	135.92515521759177
9024	164.0981110790026
9027	224.62698106480218
9029	190.57852284586946
9030	214.45203664241495
21429	146.19191592071263
9045	186.64746743972864
9057	180.50793972101144
9059	191.152644092327
9079	170.8384655120408
9083	235.0778260320552
9102	205.1179763108773
9104	190.76576487904416
9105	210.61897711929385
9112	192.94980391177415
9113	148.06403181728527
9164	165.37037652754742
9167	173.57780444695325
9192	147.45230093455447
9193	187.86208520602997
9198	163.87525789002473
9206	199.7216968159518
9207	221.3660010439524
9210	162.22253637620406
9212	142.8401399923742
9216	130.62012680426463
21457	174.93891068319223
9347	210.84893923688824
9348	185.09890077615637
9350	179.29600571389224
9351	187.85885332331722
9355	162.22285184162564
9358	162.16123352138564
9364	163.95537188094534
9368	199.2344086162824
9373	201.31975256733043
9374	162.14277243351737
9388	178.993915101322
9391	218.2038235543646
9392	186.08381578999504
9393	209.73609287750966
9395	182.65691142439886
9397	161.15113425513198
9406	239.20385488494273
9410	205.01638107578137
9413	184.2612605369237
9421	170.29603538639967
9444	193.71499055242597
9445	144.91321274345242
9446	192.93789042231307
9452	184.02829044501217
9455	162.59826492050615
9461	165.3134459427572
9485	183.44071763304822
9487	197.58877679697537
9489	168.80172701163178
9494	182.7459736949882
9496	173.3404332400139
9497	172.70697529644687
9501	137.269454774389
9503	190.956091710056
9511	204.08630808163446
9513	207.84849201441347
9515	170.75743836760054
9517	185.3816485218563
9519	199.74658364384868
9520	201.6194480271353
9521	195.51019157302014
9522	182.05885627488473
9528	201.6877175267621
9529	205.39366547998884
9530	216.9389852690802
9538	173.67702877163785
9544	211.76708711413087
9548	201.33706478119353
9551	198.55810833344682
9552	189.3292532401788
9553	179.4592406778128
9556	199.2996067506509
9584	186.95772367075173
9588	184.76570035696588
9640	192.22201035596936
9670	167.81131383725028
9677	195.44255087320465
9683	183.62920277660888
9692	204.74331275308018
9695	128.98168335245745
9710	195.57304226050726
9713	209.5483370643875
9726	164.97262872113245
9727	197.6344728013639
9734	181.36763899423343
9752	183.46974064139633
9855	132.76506221690414
9865	138.24700674296156
9870	157.64342542421142
9903	37.4006765275338
9981	143.49996866113506
21467	164.0776200738063
21468	156.10696479299284
21547	212.06927789809674
21589	181.5071448484612
750	171.3814233438102
760	180.14078843837223
765	174.9407147074573
21598	192.1004220077507
21600	194.98965613417792
21601	191.18200056155467
21603	180.46198136936093
21609	221.1564749639299
21611	162.50099981225947
21627	201.0717211956545
21628	168.19596443473256
21629	234.24135597814194
21676	187.18173343575543
21678	230.94757565025057
10008	154.27635126054082
10009	183.6886428009182
10020	150.94220236268382
10023	156.26218305129055
10024	151.54999619852452
10031	158.09169242044035
10033	159.94408089486427
21695	222.88071776652265
21698	228.73998406536998
21700	160.67410658917257
21702	258.4397044274139
21730	170.86767951861648
21732	215.59189293498832
21735	263.31944142642266
21737	239.1133749475551
10040	172.25964198027535
10053	138.83926898895615
10057	161.3608305337508
10058	194.71567734212096
10064	155.26663980048713
10067	190.40076845598992
10073	161.455547173227
10082	186.64929790445484
10084	198.7949052103011
10086	194.0093206038247
10093	194.48630003068655
10096	207.21866865914293
10110	186.34598424228756
10113	163.71096716562204
10114	203.08149590029416
10162	137.35832355849314
10176	114.66459074718783
10238	167.18319132425046
10280	156.48848698194308
10312	136.35634481116634
10323	161.1622029518174
10324	210.51736606598485
10326	195.86982324801676
767	207.63156969920712
768	224.31573701391906
769	198.2816289527621
775	162.7572672901381
777	161.46900092939222
780	211.66733273065194
792	195.2613495905867
21755	210.62588406330698
21757	191.4955182341798
21758	210.65902620108346
21820	172.85435553722945
21829	238.23482490093323
21845	245.25833950163357
21849	178.2574218960105
21853	243.1366121391251
10365	142.60071489161794
21897	132.43402150357886
21903	203.61941571881448
21910	213.63900461881727
21912	182.66193580675946
21929	166.4639213345048
21934	190.24841745378276
21935	227.2342618602328
10436	85.62872600763212
21947	196.28125949166835
21952	176.60769446586696
10444	220.45786538491095
21982	164.76353889682832
21983	197.6138158577254
21984	183.15939690106805
21985	220.1843741663312
21987	173.3480856567499
21988	235.03048850056697
21990	244.70795730717984
21991	177.693927943181
21992	261.7512160310662
21995	209.39875304720766
22010	172.07967053831726
10576	148.8709216756617
10585	177.0253636330619
10594	191.85770601569973
10595	207.46001716328985
10596	169.30229477457175
10604	184.63970956434633
10612	159.97638142541285
10613	207.08143277896477
10614	186.88844798016578
10634	164.07969407883124
10651	147.56870451325992
10654	184.03488775754235
10658	145.95683113011438
10672	159.6295993260545
10688	203.90119345621176
10689	213.58543741130285
10692	174.28515387497973
10693	213.92421374979176
10694	224.36296773834638
22039	167.38383918290901
22040	175.76352903921628
22042	202.7876560685383
22045	152.39352696310527
10741	161.85759187506488
10743	167.3218570714918
10755	145.82195994885873
10756	207.24858981816317
10757	192.50248101418848
10763	170.6452912195555
10764	160.69548842831395
10771	186.45946514275727
10774	187.6175231851593
10776	173.88639487461242
10797	235.0022058528869
10813	160.0749340767954
10814	209.55342108386657
10820	204.39524067893942
10824	213.83487955424567
10825	189.03594534725963
10828	223.21970760163865
10829	218.03958943770007
10836	196.87523844040126
10837	222.13714179263118
10842	172.6408724401761
10843	225.1279103991238
10857	154.40098344126747
10861	140.97223969494146
10879	200.48369361359215
10880	142.69194581279268
10888	192.81084133546204
10889	185.8366049470851
22110	176.55304808792977
22111	181.7610887956974
22116	186.4234571527541
22156	216.7342915500686
22157	203.8036037121146
22162	219.67723222758468
22163	217.00850930192988
22173	248.8604979128755
22193	183.23175075831412
22225	115.75972836730033
22233	213.20487868882694
22235	172.28536053173036
22237	248.3928829371384
22254	286.7894947382213
22256	245.911022230659
22273	183.21807025152862
22286	261.19810562874636
22287	381.85527983659836
22290	215.1417594052096
22413	393.9811912167401
22414	397.821779114491
22479	187.64843670475622
22481	189.82682952267177
22520	297.1811003587296
22588	174.67415185439503
22592	176.32826410899438
22597	200.44512106927323
22620	187.58422382800202
22627	263.8299786576337
22692	152.44032162353452
22695	199.0328076833984
22696	211.3351048985474
22697	157.836994971049
22730	181.5745448264173
22734	185.250988927545
22735	163.31585947930077
22737	217.59174761692125
22738	222.42953726121468
22739	257.3414942442184
22740	159.2469089173885
22741	220.62324246428017
830	178.61058767422998
834	165.31263768031718
851	185.34258186485033
864	214.4238877609862
992	187.39814398769948
1006	183.7749372151155
1033	223.39283768412184
1042	166.37926824432654
10983	125.68883680523666
22755	178.60598750812494
22780	206.65513035384873
22781	208.05444385070768
22783	190.31280613697075
22787	198.5274028072011
22789	152.83996070045538
22797	185.27984077801239
22798	200.8086741995325
22800	222.63717032311536
22802	221.312068412473
22817	229.439223812663
22818	183.33513375126296
22820	221.86025821387847
22822	247.477049574175
10986	171.89436152271995
11020	171.90151112980294
11021	227.00753108493086
11078	107.57400055154959
22849	204.04241284509934
22860	173.32456004923418
22938	180.34981303283755
22939	253.92437327668233
22943	186.95613971543767
22944	258.77184743166947
22997	197.6757019701547
23079	213.35843419145337
23088	172.86249908159093
23153	232.96991582675014
23155	186.0094795638537
23220	301.3399144611394
23228	189.18297415994587
23257	280.9767077969452
23343	237.376342491993
23559	190.8147890052644
23562	207.13784980909605
11088	154.8826878247535
11091	150.8052691808318
11119	206.1139803753751
11122	178.32737602682909
11123	189.11368492012457
11125	200.33210301136904
11142	160.6097860614145
1054	209.06264000914226
1057	176.2143421357206
23600	204.25282480212007
23601	177.3841370501476
23602	232.29359975614622
23615	158.44128788285974
23617	196.52967073660358
23621	205.37772170610663
23626	201.2573584220024
23627	221.56124494312536
23630	168.27565674275323
23638	182.00717969407896
23639	159.1147249960333
23656	142.10792098267137
23673	266.677617583777
23677	186.75759885479678
23678	241.67605674250504
23714	184.0237219902918
23721	202.89762263212677
23729	225.29347868786166
23757	278.5311519868019
23758	234.01348584291003
23761	165.107885355131
23805	170.75376722285287
23806	166.8951619063091
23837	153.72939796092584
23840	180.55555414817164
23852	155.84944098182396
23854	173.61864995949293
23859	151.8081884730061
23864	197.50340810041257
23875	153.4251842811403
23890	146.68097110308136
23893	233.54811410906873
23896	232.93120223740914
23915	210.41654611182747
23962	237.6102969288042
23965	177.19806112918522
23966	227.71493421745663
23991	259.9469868523074
23992	282.93908535675786
24004	209.41338494504055
24008	213.49259241146834
24024	242.9781603073702
24041	196.48026796880777
24045	263.15987876350874
24046	228.05455158053977
24049	280.52334386535324
24080	284.20789614029235
11151	160.38504460362842
11153	204.01626128433497
11154	208.0105893706137
11155	204.15483305430524
24097	158.60858758867647
11186	202.02433806488838
11187	185.38955101606922
11158	190.58776555225342
11162	158.29517291158274
11205	163.97582932477576
11210	169.80442798596823
11214	176.16926114519686
11215	128.12920260920524
11247	152.2340322240663
11271	154.8194904457371
11294	159.7135736043906
11306	135.24455877495976
11321	148.71262107552135
11325	182.1537703438486
24119	253.2321194469897
24123	256.4480119143262
24124	215.53627926347139
24126	221.97137011883274
24132	231.59148540653976
24136	249.970016313387
24137	212.47722841669116
